"","gvkey","conm","tic","cusip","cik","sic","naics","gsubind","gind","year1","year2"
"4254","022371","YINFU GOLD CORP","ELRE","98584K202","0001438461","7370","519130","50203010","502030",2014,2021
"4255","022373","GENASYS INC","GNSS","36872P103","0000924383","3651","334310","45201020","452010",1996,2021
"4256","022377","NEUROLOGIX INC","NRGXQ","64125U406","0000356591","2836","325414","35201010","352010",2003,2010
"4257","022381","ISHARES MSCI ACWI LOW CARBON","CRBN","46434V464",NA,"6722","525910",NA,NA,2014,2021
"4258","022382","ETF SERIES VALIDEA MKT LEGND","VALX","26922A883",NA,"6722","525910",NA,NA,2014,2019
"4259","022386","WISDOMTREE EMG MKT EX-STATE","XSOE","97717X578",NA,"6722","525910",NA,NA,2014,2021
"4260","022387","TILRAY BRANDS INC","TLRY","88688T100","0001731348","2834","325412","35202010","352020",2014,2020
"4261","022390","XTRACKERS MSCI EUROZN HGD EQ","DBEZ","233051697",NA,"6722","525910",NA,NA,2014,2021
"4262","022397","AVOLON HOLDINGS LTD","AVOL","G52237107","0001610128","7359","532411","20107010","201070",2011,2014
"4263","022399","CAMBRIA GLBL ASST ALLOCATION","GAA","132061607",NA,"6722","525910",NA,NA,2014,2021
"4264","022401","BURZYNSKI RESEARCH INSTITUTE","BZYR","123159105","0000724445","2836","325414","35201010","352010",2009,2021
"4265","022402","RESTAURANT BRANDS INTL LP","RSTRF","76090H103","0001618755","5812","722513","25301040","253010",2010,2021
"4266","022405","BRIXMOR OPERATING PRTNRS LP","BRX1","11120U006","0001630031","6798","531120","60101070","601010",2010,2021
"4267","022439","CURO GROUP HLDGS CORP","CURO","23131L107","0001711291","6141","522291","40202010","402020",2015,2021
"4268","022441","ALLIANCE DATA SYS -PRO FORMA","ADS.P","01899Q930",NA,"7374","518210","45102020","451020",2013,2013
"4269","022447","PAR PACIFIC HOLDINGS INC","PARR","69888T207","0000821483","2911","324110","10102030","101020",1988,2021
"4270","022449","AURORA CANNABIS INC","ACB","05156X884","0001683541","2834","325412","35202010","352020",2015,2021
"4271","022456","NAMI CORP -OLD","NINK.1","62999H931",NA,"3420","3322",NA,NA,2014,2017
"4272","022459","URBAN EDGE PROPERTIES","UE","91704F104","0001611547","6798","531120","60101070","601010",2010,2021
"4273","022460","CRONOS GROUP INC","CRON","22717L101","0001656472","2834","325412","35202010","352020",2014,2021
"4274","022461","ARCTIC CAT INC","ACAT","039670104","0000719866","3790","336999","25202010","252020",1989,2015
"4275","022475","VOYA GLOBAL INCOME SOLUTIONS","VGI.UN","92913V104",NA,"6726","525990",NA,NA,2014,2015
"4276","022480","FINTECH ACQUISITION CORP","FNTC.1","31809H100",NA,"9995","999990",NA,NA,2014,2015
"4277","022482","VIRTUS LIFESCI BIOT PROD ETF","BBP","26923G202",NA,"6722","525910",NA,NA,2014,2021
"4278","022483","VIRTUS LISCI BIOTC CLCAL ETF","BBC","26923G301",NA,"6722","525910",NA,NA,2014,2021
"4279","022484","MEDOVEX CORP","MDVX","58504H101",NA,"3845","334510","35101010","351010",2014,2018
"4280","022488","ALPHA ARCHI INTL QNT VAL ETF","IVAL","02072L201",NA,"6722","525910",NA,NA,2014,2021
"4281","022495","CYCLONE URANIUM CORP","CYUR","23254T101","0000844788","1040","212221","10102050","101020",1989,2013
"4282","022496","STEPHAN CO","SPCO","858603103","0000094056","2844","325620","30302010","303020",1960,2012
"4283","022500","QKL STORES INC","QKLS","74732Y303","0000808047","5411","452910","30101030","301010",2006,2015
"4284","022507","ENCORIUM GROUP INC","ENCO","29257R208","0000856569","8731","541711","35203010","352030",1996,2010
"4285","022515","PATRIOT NATIONAL INC","PNTPQ","70338T102","0001619917","6411","524292","40301010","403010",2012,2016
"4286","022542","FORTUNE INDUSTRIES INC","FDVF","34963X200","0000851249","8700","541214","20202010","202020",1989,2012
"4287","022543","GOOD TIMES RESTAURANTS INC","GTIM","382140879","0000825324","5812","722513","25301040","253010",1989,2021
"4288","022548","NUVEEN INVT QUALITY MUN FD","NQM","67062E103","0000862716","6726","525990",NA,NA,1990,2015
"4289","022555","EAGLE CAPITAL GROWTH FUND","GRF","269451100","0000850027","6726","525990",NA,NA,1990,2021
"4290","022559","REALITY SHARES DIVS ETF","DIVY","75605A108",NA,"6722","525910",NA,NA,2014,2019
"4291","022570","ALMADEN MINERALS LTD","AAU","020283305","0001015647","1000","212","15104020","151040",1994,2021
"4292","022583","GMS INC","GMS","36251C103","0001600438","5030","4233","20107010","201070",2012,2021
"4293","022584","HARVEST HLTHCARE LED INC ETF","HHL.","41755F107",NA,"6726","525990",NA,NA,2017,2021
"4294","022590","PIERIS PHARMACEUTICALS INC","PIRS","720795103","0001583648","2836","325414","35201010","352010",2013,2021
"4295","022592","AVT INC","AVTCQ","002422301","0001431888","3580","333318","20106020","201060",2011,2013
"4296","022603","SUMMIT MATERIALS INC","SUM","86614U100","0001621563","1400","212312","15102010","151020",2012,2021
"4297","022604","ASCENDIS PHARMA AS","ASND","04351P101","0001612042","2836","325414","35201010","352010",2014,2021
"4298","022612","WET SEAL INC","WTSLQ","961840105","0000863456","5621","448120","25504010","255040",1989,2013
"4299","022627","POWERSHARES RUSS 1000 EQ WT","EQAL","46138E420",NA,"6722","525910",NA,NA,2014,2021
"4300","022629","INFRAREIT INC","HIFR","45685L100","0001506401","6798","531190","60101080","601010",2012,2018
"4301","022632","LANNETT CO INC","LCI","516012101","0000057725","2834","325412","35202010","352020",1999,2021
"4302","022633","UNIFIEDONLINE INC","UOIP","90470W101","0001097718","4899","517919","50101020","501010",2009,2015
"4303","022635","ASANTE SOLUTIONS INC -REDH","PUMP.2","04342B104","0001620983","3845","334510","35101010","351010",2012,2013
"4304","022637","EV BIOLOGICS INC","YECO","988497103","0001607741","3270","327320","35201010","352010",2013,2017
"4305","022638","ZOOMINFO TECHNO INC","ZI","98980F104","0001794515","7370","518210","50203010","502030",2018,2021
"4306","022650","MINES MANAGEMENT INC","MGN","603432105","0000066649","1000","212","15104020","151040",1999,2015
"4307","022653","VISTA OUTDOOR INC","VSTO","928377100","0001616318","3480","33299","25202010","252020",2010,2021
"4308","022658","INFRAREDX INC -REDH","REDX","456831106","0001111406","3845","334510","35101010","351010",2012,2013
"4309","022662","BENECHILL INC -REDH","BNCH","08199D931","0001359300","3845","334510","35101010","351010",2012,2013
"4310","022664","ALTHEADX INC -REDH","IDGX","021477104","0001470592","2835","325413","35203010","352030",2012,2013
"4311","022667","ENTELLUS MEDICAL INC","ENTL","29363K105","0001374128","3845","334510","35101010","351010",2012,2016
"4312","022671","EARTHSTONE ENERGY INC","ESTE","27032D304","0000010254","1311","211120","10102020","101020",2012,2021
"4313","022672","SHAKE SHACK INC","SHAK","819047101","0001620533","5812","722513","25301040","253010",2012,2021
"4314","022673","FLEX PHARMA INC","FLKS","33938A105",NA,"2834","325412","35202010","352020",2014,2018
"4315","022674","EASTERLY GOVERNMENT PPTYS","DEA","27616P103","0001622194","6798","531120","60101040","601010",2012,2021
"4316","022675","HAILIANG EDUCATION GRP -ADR","HLG","40522L108","0001596964","8200","611110","25302010","253020",2013,2021
"4317","022676","CHECK-CAP LTD","CHEK","M2361E203","0001610590","3845","334510","35101010","351010",2012,2019
"4318","022696","ALPS MEDICAL BREAKTHROUGHS","SBIO","00162Q593",NA,"6722","525910",NA,NA,2015,2021
"4319","022697","TRACON PHARMACEUTICALS INC","TCON","89237H209","0001394319","2836","325414","35201010","352010",2012,2021
"4320","022698","CARBYLAN THERAPEUTICS INC","CBYL","141384107",NA,"2836","325414","35202010","352020",2012,2015
"4321","022703","GREENPOWER MOTOR CO INC","GP","39540E302","0001595675","3713","336211","20106010","201060",2017,2021
"4322","022704","AVINGER INC","AVGR","053734885","0001506928","3841","339112","35101010","351010",2012,2021
"4323","022706","PRINCETON CAPITAL CORP","PIAC","741865109","0000845385","6797","523910","40203010","402030",2007,2021
"4324","022707","REGENCY AFFILIATES INC","RAFI","758847404","0000099249","9998","999988","40201030","402010",1999,2011
"4325","022708","INOVALON HOLDINGS INC","INOV","45781D101","0001619954","7370","518210","35103010","351030",2011,2020
"4326","022709","SPARK THERAPEUTICS INC","ONCE","84652J103","0001609351","2836","325414","35201010","352010",2013,2018
"4327","022713","HTG MOLECULAR DIAGNOSTICS","HTGM","40434H203","0001169987","2835","325413","35103010","351030",2013,2021
"4328","022715","NEXVET BIOPHARMA PLC","NVET","G6503X109","0001618561","2836","325414","35201010","352010",2013,2016
"4329","022717","STOCK YARDS BANCORP INC","SYBT","861025104","0000835324","6020","522110","40101015","401010",1989,2021
"4330","022727","PUREBASE CORP","PUBC","74624L203","0001575858","1000","212","15104020","151040",2013,2021
"4331","022728","EAGLE GRAPHITE INC","APMFF","269548301","0001469375","1400","21232","15104020","151040",2013,2020
"4332","022729","WINLAND HOLDINGS CORP","WELX","97424Q106","0000749935","3829","334519","45203010","452030",1993,2018
"4333","022731","PATRIOT TRANSPORTATION HLDG","PATI","70338W105","0001616741","4213","484230","20304020","203040",2009,2021
"4334","022733","GRATITUDE HEALTH INC -OLD","GRTD.1","38999Y934",NA,"3845","334510","30203010","302030",2013,2017
"4335","022734","BAXALTA INC","BXLT","07177M103","0001620546","2836","325414","35201010","352010",2010,2015
"4336","022741","CHEMOURS CO","CC","163851108","0001627223","2860","325130","15101020","151010",2010,2021
"4337","022746","QORVO INC  -PRO FORMA","QRVO.P","74799C939",NA,"3674","334413",NA,NA,2013,2013
"4338","022760","AVANT DIAGNOSTICS INC","AVDX.1","05350M106","0001451929","2835","325413","35201010","352010",2014,2018
"4339","022761","TEL-INSTRUMENT ELECTRONICS","TIKK","879165207","0000096885","3825","334515","20101010","201010",2001,2020
"4340","022762","FRANKLY INC","FRNKF","355325200","0001688667","7372","511210","45103010","451030",2013,2018
"4341","022772","UQM TECHNOLOGIES INC","UQM","903213106","0000315449","3621","335312","25101010","251010",1982,2018
"4342","022783","KENON HOLDINGS LTD","KEN","Y46717107","0001611005","4991","22111","55105010","551050",2012,2021
"4343","022787","TETRA BIO-PHARMA INC","TBPMF","88166Y100","0001814888","2836","325414","35202010","352020",2018,2021
"4344","022788","GRNTSHRS HIPS US HGH INC ETF","HIPS","38747R306",NA,"6722","525910",NA,NA,2015,2021
"4345","022789","SINO AGRO FOOD INC","SIAF","829355205","0001488419","0200","112511","30202010","302020",2009,2020
"4346","022795","DIREXION DEV MKTS BULL 1.25X","LLDM","25490K307",NA,"6722","525910",NA,NA,2015,2015
"4347","022796","PORTFOLIOPLUS S&P SMALL CAP","PPSC","25490K208",NA,"6722","525910",NA,NA,2015,2019
"4348","022797","COMMAND SECURITY CORP","MOC","20050L100","0000864509","7381","561612","20201080","202010",1989,2017
"4349","022798","DIREXION EMG MKTS BULL 1.25X","LLEM","25490K406",NA,"6722","525910",NA,NA,2015,2015
"4350","022799","JPMORGAN DIVR RET EMG MKT EQ","JPEM","46641Q308",NA,"6722","525910",NA,NA,2015,2021
"4351","022802","PORTFOLIOPLUS S&P 500 ETF","PPLC","25490K109",NA,"6722","525910",NA,NA,2015,2019
"4352","022803","COHBAR INC","CWBR","19249J109","0001522602","2836","325414","35201010","352010",2015,2021
"4353","022815","TRIMBLE INC","TRMB","896239100","0000864749","3829","334519","45203010","452030",1989,2021
"4354","022817","VERU INC","VERU","92536C103","0000863894","3060","326299","30302010","303020",1989,2021
"4355","022827","ABERDEEN LATIN AMER EQTY FD","LAQ","00306K106","0000862599","6726","525990",NA,NA,1990,2017
"4356","022829","O'CHARLEY'S INC","CHUX","670823103","0000864233","5812","722110","25301040","253010",1989,2011
"4357","022834","ABERDEEN SINGAPORE FUND INC","SGF","003244100","0000864415","6726","525990",NA,NA,1990,2017
"4358","022853","GREAT AJAX CORP","AJX","38983D300","0001614806","6798","525990","40204010","402040",2014,2021
"4359","022861","CKX LANDS INC","CKX","12562N104","0000352955","6792","533110","60102020","601020",1994,2021
"4360","022862","TELEHEALTHCARE INC-OLD","TLLT.1","87999K931",NA,"7370","519130","35103010","351030",2013,2016
"4361","022864","MERCURITY FNTCH HLD INC -ADR","MFH","58936H109","0001527762","7370","519130","45103010","451030",2012,2021
"4362","022865","CHINA GEWANG BIOTECH INC","CGWB","16891W107","0001489902","5122","424210","25501010","255010",2014,2016
"4363","022867","INVITAE CORP","NVTA","46185L103","0001501134","8071","621511","35102015","351020",2012,2021
"4364","022868","AVENUE FINANCIAL HOLDINGS","AVNU","05358K102","0001616297","6020","522110","40101015","401010",2012,2015
"4365","022872","ISHARES MSCI INTL QUALITY FA","IQLT","46434V456",NA,"6722","525910",NA,NA,2015,2021
"4366","022873","ISHARES EDGE MSCI INTL MMNTM","IMTM","46434V449",NA,"6722","525910",NA,NA,2015,2021
"4367","022874","AGFIQ HEDGED DIV INCOME FUND","DIVA","00110G887",NA,"6722","525910",NA,NA,2015,2021
"4368","022878","QUINPARIO ACQUISITION CORP 2","QPAC","74874U101",NA,"9995","999990",NA,NA,2014,2016
"4369","022879","GREENPRO CAPITAL CORP","GRNQ","39540F101","0001597846","8741","5611","40203010","402030",2016,2021
"4370","022882","ALPHA-EN CORP","ALPE","02072E108","0001023298","2810","325180","20104010","201040",1997,2018
"4371","022890","CI FIRST AST CORE US EQT ETF","CES.","12555L107",NA,"6722","525910",NA,NA,2015,2018
"4372","022896","CI FIRST ASSET CORE CDN EQT","CED.","12555A101",NA,"6722","525910",NA,NA,2015,2018
"4373","022905","HORIZONS CDN INSIDER IDX ETF","HII.","44052N104",NA,"6722","525910",NA,NA,2015,2020
"4374","022908","TANKSHIPS INVESTMT HLDG -SPN","TNKS","87599B935","0001627482","4412","483111",NA,NA,2012,2013
"4375","022927","BELLEROPHON THERAPEUTICS INC","BLPH","078771300","0001600132","3845","334510","35101010","351010",2012,2021
"4376","022940","ISHARES SH TRM STRAT FXD INC","XSI.","46435B103",NA,"6722","525910",NA,NA,2015,2021
"4377","022949","OAKRIDGE HOLDINGS INC","OKRGQ","673836102","0000073605","3728","336413","20101010","201010",2007,2016
"4378","022952","ETFS DIVI-FACTOR US LG CP IX","SBUS","26923J305",NA,"6722","525910",NA,NA,2015,2015
"4379","022954","ETFS DIVI-FACTOR DEV EUR IDX","SBEU","26923J404",NA,"6722","525910",NA,NA,2015,2015
"4380","022959","MEDTRONIC PLC -PRO FORMA","MDT.P","G5999Q933",NA,"3845","334510","35101010","351010",2013,2013
"4381","022962","RESERVE PETROLEUM CO","RSRV","761102102","0000083350","1311","211120","10102020","101020",1994,2021
"4382","022964","ESSA PHARMA INC","EPIX","29668H708","0001633932","2836","325414","35201010","352010",2012,2021
"4383","022970","FIRST CAPITAL REL EST INV TR","FCXXF","31890B103","0001263814","6512","531120","60101070","601010",1994,2021
"4384","022975","FIRST NORTHWEST BANCRP","FNWB","335834107","0001556727","6036","522120","40101015","401010",2013,2021
"4385","022977","OPPENHEIMER REVENUE WGHT ETF","RGRO","68386C708",NA,"6722","525910",NA,NA,2015,2016
"4386","022979","FIRST ASSET CORE BALANCED","CBB.","31864T106",NA,"6722","525910",NA,NA,2015,2016
"4387","022982","BARINGTON/HILCO ACQ CORP","BHAC.1","06759V101","0001622175","9995","999990",NA,NA,2014,2017
"4388","022983","XENIA HOTELS & RESORTS INC","XHR","984017103","0001616000","6798","531120","60101030","601010",2012,2021
"4389","022985","FAIRFAX INDIA HLDGS CORP","FFXDF","303897102",NA,"6799","523999","40203010","402030",2014,2021
"4390","022989","KINDRED HEALTHCARE-PROFORMA2","KND.R","49499I931",NA,"8051","623110",NA,NA,2013,2014
"4391","023001","IPSIDY INC","AUID","46264C206","0001534154","7370","519130","45103020","451030",2018,2021
"4392","023002","COMSTOCK RESOURCES INC -OLD","CRK.5","20599D932",NA,"1311","211111","10102020","101020",1987,2017
"4393","023006","TRANSATLANTIC HOLDINGS INC","TRH","893521104","0000862510","6331","524130","40301050","403010",1990,2011
"4394","023007","FIDELITY MSCI R E INDEX ETF","FREL","316092857",NA,"6722","525910",NA,NA,2015,2021
"4395","023010","PROSHARES S&P400 DIV ARISTO","REGL","74347B680",NA,"6722","525910",NA,NA,2015,2021
"4396","023014","SPDR S&P 500 BUYBACK ETF","SPYB","78468R820",NA,"6722","525910",NA,NA,2015,2019
"4397","023018","PROSHARES RUSSELL2000 DIV GR","SMDV","74347B698",NA,"6722","525910",NA,NA,2015,2021
"4398","023027","EXPONENT INC","EXPO","30214U102","0000851520","8742","541614","20202020","202020",1989,2021
"4399","023028","FAH MAI HOLDINGS GROUP INC","FMHG","303133102","0001595140","5040","423440","25501010","255010",2014,2015
"4400","023035","MAXPOINT INTERACTIVE INC","MXPT","57777M201","0001611231","7370","519130","45101010","451010",2011,2016
"4401","023043","STEADYMED LTD","STDY","M84920103","0001619087","2834","325412","35202010","352020",2012,2017
"4402","023048","MEXICO EQUITY & INCOME FUND","MXE","592834105","0000863900","6726","525990",NA,NA,1990,2021
"4403","023053","CI ENERGY GIANTS COVERD CALL","NXF.","12555B109",NA,"6722","525910",NA,NA,2015,2021
"4404","023056","ORBITAL ATK INC -PRO FORMA","OA.P","68599E939",NA,"3480","332993",NA,NA,2013,2013
"4405","023057","INVESCO S&P HIGH INCOME INFR","GHII","46138E255",NA,"6722","525910",NA,NA,2015,2019
"4406","023060","BLACKHAWK BANCORP INC","BHWB","09237E204","0000857853","6020","522110","40101015","401010",2014,2021
"4407","023061","REBEL GROUP INC","REBL","75617J105","0001532158","7900","711320","50202010","502020",2014,2019
"4408","023062","JOE'S JEANS INC","JOEZ","47777N101",NA,"2300","315","25203010","252030",1990,2014
"4409","023063","KLOX TECHNOLOGIES INC -REDH","KLOX","49876X105","0001626320","2834","325412","35202010","352020",2012,2013
"4410","023064","PROSHARES ULTRA JR MINERS","GDJJ","74347B466",NA,"6722","525910",NA,NA,2015,2016
"4411","023066","PROSHARES ULTRASH JR MINERS","GDJS","74348A285",NA,"6722","525910",NA,NA,2015,2015
"4412","023069","PROSHARES ULTRSH GOLD MINERS","GDXS","74348A194",NA,"6722","525910",NA,NA,2015,2018
"4413","023070","PROSHARES ULTRA GOLD MINERS","GDXX","74347B482",NA,"6722","525910",NA,NA,2015,2018
"4414","023071","GODADDY INC","GDDY","380237107","0001609711","7370","518210","45102030","451020",2010,2021
"4415","023072","EQT GP HOLDINGS LP","EQGP","26885J103","0001632933","4922","486210","10102040","101020",2013,2017
"4416","023077","UNITI GROUP INC","UNIT","91325V108","0001620280","6798","531120","60101080","601010",2012,2021
"4417","023081","KRANESHARES FTSE EM MKT PLUS","KALL","500767801",NA,"6722","525910",NA,NA,2015,2021
"4418","023082","NATURALSHRIMP INC","SHMP","63902N106","0001465470","0200","112512","30202030","302020",2013,2020
"4419","023083","ENERGIZER HOLDINGS INC","ENR","29272W109","0001632790","3690","335912","30301010","303010",2012,2021
"4420","023084","BENCHMARK ELECTRONICS INC","BHE","08160H101","0000863436","3672","334412","45203020","452030",1989,2021
"4421","023086","NEXPOINT RESIDENTIAL TR INC","NXRT","65341D102","0001620393","6798","531110","60101060","601010",2013,2021
"4422","023091","FEDERAL-MOGUL MOTORPRTS -SPN","FMMPV","31399E939","0001627562","3714","3363",NA,NA,2010,2013
"4423","023092","VALERITAS HOLDINGS INC","VLRXQ","91914N301","0001619250","3841","339112","35101020","351010",2015,2018
"4424","023093","FORTERRA INC","FRTA","34960W106","0001678463","3272","327332","15102010","151020",2012,2021
"4425","023095","ISHARES US HIGH DIV EQ INDX","XHU.","46434Y104",NA,"6722","525910",NA,NA,2015,2021
"4426","023096","ISHARES ALL CNTY WLD EX CAN","XAW.","46435D109",NA,"6722","525910",NA,NA,2015,2021
"4427","023098","ARCADIA BIOSCIENCES INC","RKDA","039014204","0001469443","2836","325414","30202010","302020",2013,2021
"4428","023101","ISHARES S&P US TOTL MKT ETF","XUU.","46435C101",NA,"6722","525910",NA,NA,2015,2021
"4429","023105","ISHARES MSCI EAFE IMI CDN-HD","XFH.","46435E107",NA,"6722","525910",NA,NA,2015,2021
"4430","023106","VIEWRAY INC","VRAY","92672L107","0001597313","3845","334510","35101010","351010",2013,2021
"4431","023107","FIRSTBANK CORP","FBMI","33761G104","0000778972","6020","522110","40101015","401010",1999,2013
"4432","023108","SYLOGIST LTD","SYZLF","87132P102","0001320452","7372","511210","45103020","451030",2011,2021
"4433","023109","GENESIS HEALTHCARE INC","GENN","37185X106","0001351051","8051","623110","35102020","351020",2011,2020
"4434","023110","ISHARES S&P US TTL MKT CD-HG","XUH.","46435F104",NA,"6722","525910",NA,NA,2015,2021
"4435","023111","MAINSOURCE FINL GROUP INC","MSFG","56062Y102","0000720002","6020","522110","40101015","401010",1990,2017
"4436","023115","PACER PCFIC AFR HGH INCM ETF","FLRT","69374H428",NA,"6722","525910",NA,NA,2015,2021
"4437","023116","ETF MGRS GRP TR I SIT RISING","RISE","26923H101",NA,"6722","525910",NA,NA,2015,2019
"4438","023119","SOLAREDGE TECHNOLOGIES INC","SEDG","83417M104","0001419612","3674","334413","45301010","453010",2010,2021
"4439","023125","PHILADELPHIA ENG SLTNS -REDH","PESC","717560106","0001632808","2911","324110","10102030","101020",2012,2013
"4440","023128","LABORATORY CP AMR -PRO FORMA","LH.P","50599C931",NA,"8071","62151",NA,NA,2013,2014
"4441","023145","EASIC CORP  -REDH","EASI.2","27033P108","0001109898","3674","334413","45301020","453010",2013,2014
"4442","023147","NATIONAL STORAGE AFFILIATES","NSA","637870106","0001618563","6798","531120","60101080","601010",2012,2021
"4443","023150","JERNIGAN CAPITAL INC","JCAP","476405105","0001622353","6798","531130","60101080","601010",2014,2019
"4444","023152","TUTTLE TACTICAL MGMT US CORE","TUTT","26923G509",NA,"6722","525910",NA,NA,2015,2016
"4445","023153","ENTECH SOLAR INC","ENSL","29362Y106","0000811271","3510","333611","20104010","201040",1998,2010
"4446","023156","SPDR DOUBLELINE TOT RET TACT","TOTL","78467V848",NA,"6722","525910",NA,NA,2015,2021
"4447","023158","INVESTMENT GRADE INFRASTR BD","IFB.UN","461364101",NA,"6726","525910",NA,NA,2015,2018
"4448","023167","BLUE BIRD CORP","BLBD","095306106","0001589526","3713","336211","20106010","201060",2013,2021
"4449","023168","HARTFORD MULTI DEV MKT EX-US","RODM","518416102",NA,"6722","525910",NA,NA,2015,2021
"4450","023169","HARTFORD MULTI EMER MRKT ETF","ROAM","518416201",NA,"6722","525910",NA,NA,2015,2021
"4451","023170","NORSAT INTL INC","NSAT","656512209","0000748213","3679","334419","45201020","452010",1988,2016
"4452","023172","HARTFORD MLT US EQTY ETF","ROUS","518416409",NA,"6722","525910",NA,NA,2015,2021
"4453","023173","HORIZONS ACTIVE US DIV ETF","HAU.","44052M205",NA,"6722","525910",NA,NA,2015,2020
"4454","023175","ATLANTIC ALLIANCE PARTNERSHP","AAPCF","G04897107","0001630940","9995","999990",NA,NA,2015,2016
"4455","023183","GLOBAL WATER SOLUTIONS FUND","GLWSF","379477102",NA,"6722","525910",NA,NA,2015,2017
"4456","023184","ISHARES U.S. FIXED INCOME BA","FIBR","46435U796",NA,"6722","525910",NA,NA,2015,2021
"4457","023187","ARROW QVM EQUITY FACTOR ETF","QVM","042765784",NA,"6722","525910",NA,NA,2015,2019
"4458","023188","XTRACKERS J.P. MORGAN ESG US","ESHY","233051747",NA,"6722","525910",NA,NA,2015,2021
"4459","023189","XTRACKERS BL US IT GD CR ESG","ESCR","233051739",NA,"6722","525910",NA,NA,2015,2021
"4460","023190","XTRACKERS J.P. MORGAN ESG EM","ESEB","233051713",NA,"6722","525910",NA,NA,2015,2021
"4461","023192","BLACKROCK SHORT MATU MUN ETF","MEAR","46431W838",NA,"6722","525910",NA,NA,2015,2021
"4462","023193","RAINDANCE TECHNOLOGIES -REDH","RAIN.2","75087B103","0001391950","3845","334510","35203010","352030",2013,2014
"4463","023195","MATRIX SERVICE CO","MTRX","576853105","0000866273","1623","237120","20103010","201030",1989,2021
"4464","023208","BARNES & NOBLE EDUCATION INC","BNED","06777U101","0001634117","5940","451211","25504040","255040",2009,2021
"4465","023220","ORBITAL ATK INC","OA","68557N103","0000866121","3480","332993","20101010","201010",1989,2017
"4466","023223","PACIFIC RIM MINING CORP","PFRMF","694915208","0001056512","1040","212221","15104040","151040",1993,2012
"4467","023224","ESCO TECHNOLOGIES INC","ESE","296315104","0000866706","3825","334515","20106020","201060",1989,2021
"4468","023225","CABLE ONE INC","CABO","12685J105","0001632127","4841","515210","50201030","502010",2012,2021
"4469","023226","INUVO INC","INUV","46122W204","0000829323","7370","519130","45103010","451030",2003,2021
"4470","023228","WISDOMTREE EUR HDG SMLCP EQ","EUSC","97717X552",NA,"6722","525910",NA,NA,2015,2021
"4471","023238","ETSY INC","ETSY","29786A106","0001370637","7370","519130","25502020","255020",2012,2021
"4472","023241","OPGEN INC","OPGN","68373L307","0001293818","2835","325413","35201010","352010",2013,2021
"4473","023243","KORNIT DIGITAL LTD","KRNT","M6372Q113","0001625791","3555","333244","20106020","201060",2012,2021
"4474","023245","TOPBUILD CORP","BLD","89055F103","0001633931","1700","238310","25201030","252010",2012,2021
"4475","023247","PJT PARTNERS INC","PJT","69343T107","0001626115","6200","523","40203020","402030",2010,2021
"4476","023249","LUMENTUM HOLDINGS INC","LITE","55024U109","0001633978","3576","334210","45201020","452010",2012,2021
"4477","023252","ETHAN ALLEN INTERIORS INC","ETD","297602104","0000896156","2510","33712","25201020","252010",1990,2021
"4478","023253","RADIENT PHARMACEUTICALS CORP","RXPC","750341208","0000838879","2835","325413","35203010","352030",1999,2011
"4479","023255","BIONIK LABORATORIES CORP","BNKL","09074A208","0001508381","3842","339113","35101010","351010",2014,2021
"4480","023256","TALLGRASS ENERGY GROUP LP","TGE","874696107","0001633651","4922","486210","10102040","101020",2013,2019
"4481","023273","DIREXION VAL LINE CONSERV EQ","VLLV","25490K703",NA,"6722","525910",NA,NA,2015,2015
"4482","023278","DIREXION VL LINE MID&LGCP DV","VLML","25490K505",NA,"6722","525910",NA,NA,2015,2015
"4483","023285","DIREXION VAL LINE SM&MDCP HG","VLSM","25490K604",NA,"6722","525910",NA,NA,2015,2015
"4484","023287","8POINT3 ENERGY PARTNERS LP","CAFD","282539105","0001635581","4991","221114","55105020","551050",2013,2017
"4485","023288","REDIFY GROUP INC","9298B","75747A107","0000876134","7372","511210","45103010","451030",1990,2013
"4486","023291","BIOLASE INC","BIOL","090911405","0000811240","3843","339114","35101010","351010",1991,2021
"4487","023294","NATIONAL COMMERCE CORP","NCOM","63546L102","0001609951","6020","522110","40101015","401010",2013,2018
"4488","023296","ENVIVA INC","EVA","29415B103","0001592057","2400","321999","10102050","101020",2013,2021
"4489","023297","XBIOTECH INC","XBIT","98400H102","0001626878","2836","325414","35201010","352010",2012,2021
"4490","023299","ISHARES IBONDS DEC 2017 TRM","IBDJ","46434VAR1",NA,"6722","525910",NA,NA,2015,2016
"4491","023317","ISHARES IBONDS DEC 2019 TRM","IBDK","46434VAU4",NA,"6722","525910",NA,NA,2015,2018
"4492","023325","ISHARES IBONDS DEC 2021 TRM","IBDM","46434VBK5",NA,"6722","525910",NA,NA,2015,2020
"4493","023326","ISHARES IBONDS DEC 2023 TRM","IBDO","46434VAX8",NA,"6722","525910",NA,NA,2015,2021
"4494","023327","ISHARES IBONDS DEC 2024 TRM","IBDP","46434VBG4",NA,"6722","525910",NA,NA,2015,2021
"4495","023328","ISHARES IBONDS DEC 2022 TRM","IBDN","46434VBA7",NA,"6722","525910",NA,NA,2015,2021
"4496","023331","ISHARES IBONDS DEC 2025 TRM","IBDQ","46434VBD1",NA,"6722","525910",NA,NA,2015,2021
"4497","023332","PACER CSOP FTSE CHNA A50 ETF","AFTY","69374H626",NA,"6722","525910",NA,NA,2015,2021
"4498","023335","ADURO BIOTECH INC","ADRO","00739L200",NA,"2836","325414","35201010","352010",2013,2019
