"NAME","NAMEHCR","STALP","STNAME","BKCLASS","ASSET","CERT","FED_RSSD","org_name","commented","Commented","mean_ASSET","median_ASSET","mean_ASSET_type","median_ASSET_type"
"Union State Bank","Greenfield Bancorporation, Ltd","IA","Iowa","NM",79051000,8499,746942,"union state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"First State Bank","First State Bancshares, Inc.","IA","Iowa","NM",149532000,8500,822846,"first state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Liberty Bank & Trust",NA,"IA","Iowa","NM",37685000,8501,850942,"liberty bank & trust",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First State Bank",NA,"IA","Iowa","NM",28766000,8502,865843,"first state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The Farmers State Bank","West Iowa Banc Corp.","IA","Iowa","NM",69195000,8503,944748,"the farmers state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"New Albin Savings Bank",NA,"IA","Iowa","NM",217422000,8506,234841,"new albin savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Sloan State Bank","Sloan State Corporation","IA","Iowa","NM",55696000,8507,481748,"sloan state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Liberty Bank and Trust",NA,"IA","Iowa","NM",4488000,8508,488541,"liberty bank and trust",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Hawkeye Bank & Trust of Des Moines",NA,"IA","Iowa","NM",58806000,8509,627948,"hawkeye bank & trust of des moines",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers Trust & Savings Bank","J. Carl H. Bancorporation","IA","Iowa","NM",87485000,8510,646042,"farmers trust & savings bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Crawford County Trust and Savings Bank","Viking Corporation, The","IA","Iowa","NM",130150000,8511,810544,"crawford county trust and savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Key City Bank and Trust Company",NA,"IA","Iowa","NM",33912000,8512,680541,"key city bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"State Savings Bank","Rake Bancorporation","IA","Iowa","NM",71354000,8513,286840,"state savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Union State Bank",NA,"IA","Iowa","SM",38172000,8514,409649,"union state bank",TRUE,"Commented",2565978874.81297,145717500,3941421401.72414,218865500
"Soldier Valley Savings Bank",NA,"IA","Iowa","NM",6150000,8515,420046,"soldier valley savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Swisher Trust & Savings Bank","Swisher Bankshares, Inc.","IA","Iowa","NM",50690000,8516,191449,"swisher trust & savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Cleghorn State Bank",NA,"IA","Iowa","NM",12203000,8518,834447,"cleghorn state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"White State Bank","Country Bancorporation","IA","Iowa","NM",36083000,8519,359744,"white state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Citizens National Bank",NA,"IA","Iowa","N",33086000,8521,177041,"citizens national bank",TRUE,"Commented",2565978874.81297,145717500,8836714015.10574,126448000
"First State Bank","Readlyn Bancshares, Inc.","IA","Iowa","NM",107764000,8522,795249,"first state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Rapides Bank & Trust Company in Alexandria",NA,"LA","Louisiana","SM",514322000,8523,49737,"rapides bank & trust company in alexandria",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Terrebonne Bank & Trust Company",NA,"LA","Louisiana","NM",293531000,8524,679835,"terrebonne bank & trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Peoples Bank & Trust Company",NA,"LA","Louisiana","NM",231470000,8525,189053,"peoples bank & trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Richland State Bank","Richland State Bancorp, Inc.","LA","Louisiana","NM",284909000,8526,752653,"richland state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Concordia Bank & Trust Company","Concordia Capital Corporation","LA","Louisiana","NM",510753000,8527,819556,"concordia bank & trust company",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"First State Bank and Trust Company",NA,"LA","Louisiana","NM",41492000,8528,137054,"first state bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Caddo Trust and Savings Bank",NA,"LA","Louisiana","NM",24427000,8529,173650,"caddo trust and savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First State Bank and Trust Company",NA,"LA","Louisiana","NM",148981000,8530,680439,"first state bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Coushatta","Coushatta Bancshares, Inc.","LA","Louisiana","NM",212690000,8531,926959,"bank of coushatta",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Bank of Erath","Bank Of Erath Holding Company","LA","Louisiana","NM",100741000,8532,399731,"bank of erath",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Tensas State Bank","Tensas Bancshares, Inc.","LA","Louisiana","NM",150514000,8533,134455,"tensas state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"St. Landry Bank and Trust Company","St. Landry Bancshares, Inc.","LA","Louisiana","NM",306180000,8534,885430,"st. landry bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Community Bank","Prairie Bancshares, Inc.","MN","Minnesota","NM",59772000,8535,1017555,"first community bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"ProGrowth Bank","Progressive Growth Corp.","MN","Minnesota","NM",116939000,8536,751254,"progrowth bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"BankCherokee","Cherokee Bancshares, Inc.","MN","Minnesota","NM",274944000,8537,748254,"bankcherokee",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Norwest Bank Virginia",NA,"MN","Minnesota","SM",89123000,8538,866354,"norwest bank virginia",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Marquette Bank Lake",NA,"MN","Minnesota","NM",47941000,8539,992150,"marquette bank lake",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Merchants State Bank of North Branch",NA,"MN","Minnesota","NM",52966000,8540,722656,"merchants state bank of north branch",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"State Bank of Fairmont","Web, Inc.","MN","Minnesota","NM",106056000,8541,723158,"state bank of fairmont",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"State Bank of Richmond","Centra Ventures, Inc.","MN","Minnesota","NM",92878000,8542,881656,"state bank of richmond",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Community Bank Silver Lake",NA,"MN","Minnesota","NM",25886000,8543,185457,"first community bank silver lake",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"United Community Bank","Perham State Bancshares, Inc.","MN","Minnesota","NM",263295000,8544,847157,"united community bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Unity Bank","Kimberly Leasing Corporation","MN","Minnesota","NM",201863000,8545,854052,"unity bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Sentry Bank","Saint Joseph Bancshares Acquisitions, Inc.","MN","Minnesota","NM",209857000,8546,746157,"sentry bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Rankin County Bank",NA,"MS","Mississippi","NM",175577000,8548,502933,"rankin county bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"State Bank and Trust Company",NA,"MS","Mississippi","NM",32500000,8549,451433,"state bank and trust company",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Mississippi Southern Bank",NA,"MS","Mississippi","NM",47635000,8551,34032,"mississippi southern bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Great Southern Bank","Great Southern Capital Corporation","MS","Mississippi","SM",302521000,8552,101738,"great southern bank",TRUE,"Commented",2565978874.81297,145717500,3941421401.72414,218865500
"South Central Bank",NA,"MS","Mississippi","NM",33910000,8553,42130,"south central bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The Commercial Bank",NA,"MS","Mississippi","NM",56100000,8554,925831,"the commercial bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Brookhaven Bank and Trust Company",NA,"MS","Mississippi","NM",138075000,8555,443335,"brookhaven bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Morton","Morton Bancorp, Inc.","MS","Mississippi","NM",66728000,8556,897330,"bank of morton",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Bank of Walnut Grove",NA,"MS","Mississippi","NM",59322000,8558,116639,"bank of walnut grove",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers' Stock Bank",NA,"MO","Missouri","NM",23683000,8559,763341,"farmers' stock bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank 21","Knott Holding Company, Inc.","MO","Missouri","NM",115150000,8560,634544,"bank 21",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Town & Country Bank",NA,"MO","Missouri","NM",79844000,8561,765448,"town & country bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The Clarksdale Bank of Clarksdale",NA,"MO","Missouri","NM",6167000,8562,699459,"the clarksdale bank of clarksdale",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Exchange Bank of Fairfax",NA,"MO","Missouri","NM",15433000,8563,705453,"exchange bank of fairfax",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Bank of Grain Valley","Grain Valley Bancshares, Inc.","MO","Missouri","NM",88418000,8564,956554,"the bank of grain valley",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"La Plata State Bank",NA,"MO","Missouri","NM",54727000,8567,651158,"la plata state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Brentwood Bank, Brentwood, Missouri",NA,"MO","Missouri","NM",73264000,8568,828147,"the brentwood bank, brentwood, missouri",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Goppert Financial Bank","Goppert Financial Corp.","MO","Missouri","NM",169781000,8569,815053,"goppert financial bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Mercantile Bank of Poplar Bluff",NA,"MO","Missouri","NM",105670000,8571,581956,"mercantile bank of poplar bluff",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Citizens Bank of Rogersville","Wildcat Bancshares, Inc.","MO","Missouri","NM",80467000,8572,246451,"citizens bank of rogersville",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Shelbina Mercantile Bank",NA,"MO","Missouri","NM",57217000,8573,281452,"shelbina mercantile bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Commerce Bank of Tipton, National Association",NA,"MO","Missouri","N",28508000,8574,499659,"commerce bank of tipton, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Bank of Tuscumbia",NA,"MO","Missouri","NM",13564000,8575,622158,"bank of tuscumbia",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Maries County Bank","Maries County Bancorp., Inc.","MO","Missouri","NM",468924000,8576,441359,"the maries county bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Commerce Bank of St. Joseph, National Association",NA,"MO","Missouri","N",319463000,8577,356257,"commerce bank of st. joseph, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Citizens Bank of Missouri",NA,"MO","Missouri","NM",24852000,8581,881553,"citizens bank of missouri",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Allen Bank and Trust Company",NA,"MO","Missouri","NM",125122000,8583,775755,"allen bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Iberia","Milco Bancorporation, Inc.","MO","Missouri","SM",59108000,8584,790150,"bank of iberia",TRUE,"Commented",2565978874.81297,145717500,3941421401.72414,218865500
"Boatmen's Bank of Independence",NA,"MO","Missouri","NM",64523000,8585,717755,"boatmen's bank of independence",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Boatmen's Bank and Trust Co. of Kansas City",NA,"MO","Missouri","SM",486285000,8587,782959,"boatmen's bank and trust co. of kansas city",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Laddonia State Bank",NA,"MO","Missouri","NM",31477000,8590,648859,"laddonia state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Boatmen's Bank of Lee's Summit",NA,"MO","Missouri","NM",76579000,8591,629858,"boatmen's bank of lee's summit",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Exchange Bank",NA,"MO","Missouri","NM",20345000,8592,895550,"exchange bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The Madison County Bank",NA,"MO","Missouri","NM",7e+06,8593,933359,"the madison county bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Montrose Savings Bank","Montrose Savings Bancshares, Inc.","MO","Missouri","NM",43912000,8594,753052,"montrose savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Bennington","Bbig Holdings, Llc","NE","Nebraska","SM",111750000,8595,348159,"bank of bennington",TRUE,"Commented",2565978874.81297,145717500,3941421401.72414,218865500
"Farmers & Merchants Bank",NA,"NE","Nebraska","NM",3324000,8596,245753,"farmers & merchants bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Farmers State Bank",NA,"NE","Nebraska","NM",28109000,8597,256450,"farmers state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Richardson County Bank & Trust Company",NA,"NE","Nebraska","NM",138228000,8598,260354,"richardson county bank & trust company",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"First State Bank",NA,"NE","Nebraska","NM",29868000,8600,530954,"first state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Crete State Bank",NA,"NE","Nebraska","SM",53422000,8602,543057,"crete state bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"First State Bank",NA,"NE","Nebraska","NM",30163000,8603,146458,"first state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"First State Bank","Firstand Co.","NE","Nebraska","NM",40916000,8604,284958,"first state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Security State Bank",NA,"NE","Nebraska","NM",12195000,8605,663254,"security state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The Bank of Mid-Jersey",NA,"NJ","New Jersey","SM",674307000,8607,575311,"the bank of mid-jersey",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"The Maplewood Bank and Trust Company",NA,"NJ","New Jersey","SM",257958000,8608,220200,"the maplewood bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Summit Bank",NA,"NJ","New Jersey","NM",5713188000,8610,298508,"summit bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The Citizens Bank of Warrenton",NA,"NC","North Carolina","NM",19693000,8628,53323,"the citizens bank of warrenton",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers Bank",NA,"NC","North Carolina","NM",36221000,8630,717522,"farmers bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Citizens State Bank at Mohall","Jorgenson Holding Company","ND","North Dakota","NM",61095000,8632,688453,"the citizens state bank at mohall",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"First American Bank of Minnewaukan",NA,"ND","North Dakota","NM",15226000,8633,871059,"first american bank of minnewaukan",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Dakota Western Bank","Dakota Western Bankshares, Inc.","ND","North Dakota","SM",246635000,8637,827458,"dakota western bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Scandia American Bank & Trust",NA,"ND","North Dakota","NM",196427000,8639,1015056,"scandia american bank & trust",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Farmers & Merchants Bank of North Dakota","Tolna Bancorp, Inc.","ND","North Dakota","NM",100072000,8640,954158,"the farmers & merchants bank of north dakota",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Security State Bank, Wishek, North Dakota","Wishek Bancorporation, Inc.","ND","North Dakota","NM",74173000,8642,251857,"security state bank, wishek, north dakota",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Peoples Bank",NA,"OH","Ohio","NM",22537000,8645,700113,"the peoples bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Farmers State Bank","Community Independent Bancorp, Inc.","OH","Ohio","NM",112177000,8647,327220,"farmers state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The Citizens State Bank of Greenville, Ohio",NA,"OH","Ohio","NM",33231000,8650,233910,"the citizens state bank of greenville, ohio",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Dime Bank of Huntsville, Ohio",NA,"OH","Ohio","SM",12204000,8651,702827,"the dime bank of huntsville, ohio",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"The Farmers & Merchants Bank of Logan",NA,"OH","Ohio","SM",38869000,8652,930929,"the farmers & merchants bank of logan",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"The Pickett County Bank and Trust Company",NA,"TN","Tennessee","NM",24420000,8656,677336,"the pickett county bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Commercial Bank & Trust Co.","Commercial Holding Company","TN","Tennessee","NM",737979000,8660,467658,"commercial bank & trust co.",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers Bank","Townsend Financial Corporation","TN","Tennessee","SM",36757000,8661,524757,"farmers bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"FirstBank","Fb Financial Corporation","TN","Tennessee","NM",3169763000,8663,436159,"firstbank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"First Exchange Bank",NA,"TN","Tennessee","NM",109079000,8664,592952,"first exchange bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Merchants & Planters Bank","Merchants & Planters Bancshares, Inc.","TN","Tennessee","NM",87691000,8665,529855,"merchants & planters bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"First American National Bank of Obion County",NA,"TN","Tennessee","N",54479000,8666,563251,"first american national bank of obion county",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Farmers & Merchants Bank","F & M Bank Corp.","VA","Virginia","SM",714199000,8668,713926,"farmers & merchants bank",TRUE,"Commented",2565978874.81297,145717500,3941421401.72414,218865500
"The Blue Grass Valley Bank",NA,"VA","Virginia","NM",42273000,8672,755421,"the blue grass valley bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Western Frederick Bank",NA,"VA","Virginia","NM",8194000,8674,264624,"western frederick bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Essex Bank","Community Bankers Trust Corporation","VA","Virginia","SM",1262576000,8675,781028,"essex bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"First Virginia Bank - Bland County",NA,"VA","Virginia","SM",15072000,8676,140625,"first virginia bank - bland county",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Fidelity American Bank, Buena Vista",NA,"VA","Virginia","NM",8773000,8677,145321,"fidelity american bank, buena vista",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Lamont Bank of St. John",NA,"WA","Washington","NM",45405000,8681,519874,"lamont bank of st. john",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Galesville","Gale Bank Holding Company, Inc.","WI","Wisconsin","NM",92308000,8693,167453,"bank of galesville",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Gratiot State Bank",NA,"WI","Wisconsin","NM",39770000,8694,915645,"gratiot state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Lake Mills",NA,"WI","Wisconsin","NM",199946000,8695,477349,"bank of lake mills",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Port Washington State Bank","Port Bancshares, Inc.","WI","Wisconsin","NM",528568000,8698,937740,"the port washington state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Waldo State Bank",NA,"WI","Wisconsin","NM",70533000,8700,131940,"waldo state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Valley Bank of Juneau",NA,"WI","Wisconsin","NM",21906000,8706,381446,"valley bank of juneau",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Mid-Wisconsin Neillsville Bank",NA,"WI","Wisconsin","NM",49344000,8707,223649,"mid-wisconsin neillsville bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"F & M Bank - Winnebago County",NA,"WI","Wisconsin","SM",104744000,8708,246648,"f & m bank - winnebago county",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Community Bank",NA,"WI","Wisconsin","NM",97870000,8709,712750,"community bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Farmers and Merchants Bank",NA,"WI","Wisconsin","NM",18551000,8710,172149,"farmers and merchants bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Valley Bank",NA,"WI","Wisconsin","NM",432184000,8711,73947,"valley bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The Peoples State Bank",NA,"WI","Wisconsin","NM",23071000,8712,900052,"the peoples state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"F&M Bank-Lakeland",NA,"WI","Wisconsin","SM",198936000,8713,904256,"f&m bank-lakeland",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Unity Bank","Augusta Financial Corporation","WI","Wisconsin","NM",159449000,8714,443353,"unity bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Key Bank of Wyoming - 440 Budd Avenue, Big Piney, Wyoming 83113",NA,"WY","Wyoming","NM",22963000,8716,63658,"key bank of wyoming - 440 budd avenue, big piney, wyoming 83113",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Wyoming Bank and Trust Company, National Association",NA,"WY","Wyoming","N",32847000,8717,870753,"wyoming bank and trust company, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Wyoming Bank & Trust","Farmers State Bankshares, Inc.","WY","Wyoming","SM",164394000,8718,64150,"wyoming bank & trust",TRUE,"Commented",2565978874.81297,145717500,3941421401.72414,218865500
"First National Bank of Chugwater",NA,"WY","Wyoming","N",3416000,8719,885654,"first national bank of chugwater",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Stockmen's Bank and Trust Company",NA,"WY","Wyoming","SM",117429000,8720,9852,"stockmen's bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Star Valley State Bank",NA,"WY","Wyoming","SM",63103000,8721,61551,"star valley state bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"State Bank of Green River",NA,"WY","Wyoming","NM",34994000,8723,11659,"state bank of green river",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Lusk State Bank","Bankers Capital Corporation","WY","Wyoming","SM",54533000,8724,912550,"lusk state bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Cowboy State Bank","Cowboy State Bancorp, Inc.","WY","Wyoming","SM",47549000,8725,544951,"cowboy state bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Stockgrowers State Bank, National Association",NA,"WY","Wyoming","N",44376000,8726,565853,"stockgrowers state bank, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Citizens State Bank",NA,"AR","Arkansas","NM",70277000,8727,101345,"citizens state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Arvest Bank","Arvest Bank Group, Inc.","AR","Arkansas","SM",17049555000,8728,311845,"arvest bank",TRUE,"Commented",2565978874.81297,145717500,3941421401.72414,218865500
"First National Bank in Osceola",NA,"AR","Arkansas","N",61721000,8729,105147,"first national bank in osceola",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Gateway Bank","Sigma Holdings, Inc.","AR","Arkansas","NM",68898000,8730,733540,"gateway bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"First Team Bank",NA,"AR","Arkansas","NM",233517000,8731,333249,"first team bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"American State Bank",NA,"AR","Arkansas","NM",89619000,8733,506342,"american state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Merchants and Farmers Bank","M & F Financial Corporation","AR","Arkansas","NM",126838000,8735,644842,"merchants and farmers bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The Farmers and Merchants Bank",NA,"AR","Arkansas","SM",118009000,8736,731443,"the farmers and merchants bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Citizens' Bank & Trust Co.","First Bank Corp","AR","Arkansas","SM",401537000,8738,192147,"citizens' bank & trust co.",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"First State Bank of Middlebury","Crystal Valley Financial Corporation","IN","Indiana","NM",517549000,8745,967046,"first state bank of middlebury",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Iowa State Savings Bank","Iowa Community Bancorp, Inc.","IA","Iowa","NM",221616000,8751,869346,"iowa state savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Trust and Savings Bank","Wheatland Bancorporation","IA","Iowa","NM",155997000,8752,640442,"first trust and savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Emerson State Bank",NA,"IA","Iowa","NM",16017000,8753,649744,"emerson state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Fairbank State Bank",NA,"IA","Iowa","NM",29660000,8754,650647,"fairbank state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"North Iowa State Bank",NA,"IA","Iowa","NM",14771000,8755,475448,"north iowa state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers and Merchants State Bank of Neola, Iowa","Fmsb Bancorp","IA","Iowa","NM",60908000,8756,864248,"farmers and merchants state bank of neola, iowa",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Mercantile Bank of Onawa",NA,"IA","Iowa","NM",41559000,8757,268547,"mercantile bank of onawa",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Citizens Bank","Citizens Holding Company","IA","Iowa","NM",51740000,8758,410944,"citizens bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Farmers State Bank","Whittemore Bancshares, Inc.","IA","Iowa","NM",102885000,8760,208440,"farmers state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
